
央视频道,#genre#
CCTV1综合,http://tvbox6.icu/tv/migu.php?id=cctv1$LR•IPV4•8『线路1』
CCTV1综合,http://171.38.148.188:9003/hls/1/index.m3u8$LR•IPV4•8『线路2』
CCTV1综合,http://101.35.240.114:88/live.php?id=CCTV1$LR•IPV4•8『线路3』
CCTV1综合,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$LR•IPV4•8『线路4』
CCTV1综合,http://175.8.28.207:9999/tsfile/live/0001_1.m3u8$LR•IPV4•8『线路5』
CCTV1综合,http://t.061899.xyz/tl/tl.php?id=cctv1$LR•IPV4•8『线路6』
CCTV1综合,http://112.27.235.94:8000/hls/1/index.m3u8$LR•IPV4•8『线路7』
CCTV1综合,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8$LR•IPV4•8『线路8』
CCTV2财经,http://43.251.226.89:8080/play/2.m3u8$LR•IPV4•10『线路1』
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4•10『线路2』
CCTV2财经,http://tvbox6.icu/tv/migu.php?id=cctv2$LR•IPV4•10『线路3』
CCTV2财经,http://171.38.148.188:9003/hls/2/index.m3u8$LR•IPV4•10『线路4』
CCTV2财经,http://148.135.93.213/live.php?id=CCTV2$LR•IPV4•10『线路5』
CCTV2财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4•10『线路6』
CCTV2财经,http://175.8.28.207:9999/tsfile/live/0002_1.m3u8$LR•IPV4•10『线路7』
CCTV2财经,http://t.061899.xyz/tl/tl.php?id=cctv2$LR•IPV4•10『线路8』
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4•10『线路9』
CCTV2财经,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$LR•IPV4•10『线路10』
CCTV3综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•10『线路1』
CCTV3综艺,http://39.152.103.17:8089/tsfile/live/1002_1.m3u8$LR•IPV4•10『线路2』
CCTV3综艺,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•10『线路3』
CCTV3综艺,http://tvbox6.icu/tv/migu.php?id=cctv3$LR•IPV4•10『线路4』
CCTV3综艺,http://113.57.140.161:10081/newlive/live/hls/3/live.m3u8$LR•IPV4•10『线路5』
CCTV3综艺,http://101.35.240.114:88/live.php?id=CCTV3$LR•IPV4•10『线路6』
CCTV3综艺,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$LR•IPV4•10『线路7』
CCTV3综艺,http://175.8.28.207:9999/tsfile/live/0003_1.m3u8$LR•IPV4•10『线路8』
CCTV3综艺,http://t.061899.xyz/tl/tl.php?id=cctv3$LR•IPV4•10『线路9』
CCTV3综艺,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4•10『线路10』
